Fragment,Count,Time (ms),Size (bytes)
Cross.version-r4-summary-Specimen,1,109,62
Cross.version-r4-summary-SpecimenDefinition,1,110,72
Cross.version-r4-summary-StructureDefinition,1,110,434
Cross.version-r4-summary-StructureMap,1,110,66
Cross.version-r4-summary-Subscription,1,110,66
Cross.version-r4-summary-SubscriptionStatus,1,110,72
Cross.version-r4-summary-SubscriptionTopic,1,110,71
Cross.version-r4-summary-Substance,1,110,63
Cross.version-r4-summary-SubstanceDefinition,1,110,73
Cross.version-r4-summary-SubstanceNucleicAcid,1,110,74
Cross.version-r4-summary-SubstancePolymer,1,110,70
Cross.version-r4-summary-SubstanceProtein,1,110,70
Cross.version-r4-summary-SubstanceReferenceInformation,1,110,83
Cross.version-r4-summary-SubstanceSourceMaterial,1,110,77
Cross.version-r4-summary-SupplyDelivery,1,110,68
Cross.version-r4-summary-SupplyRequest,1,111,67
Cross.version-r4-summary-Task,1,111,58
Cross.version-r4-summary-TerminologyCapabilities,1,111,77
Cross.version-r4-summary-TestPlan,1,111,62
Cross.version-r4-summary-TestReport,1,111,64
Cross.version-r4-summary-TestScript,1,111,64
Cross.version-r4-summary-Transport,1,111,63
Cross.version-r4-summary-ValueSet,1,111,1142
Cross.version-r4-summary-VerificationResult,1,111,72
Cross.version-r4-summary-VisionPrescription,1,111,72
Cross.version-r4b-summary-Account,1,111,62
Cross.version-r4b-summary-ActivityDefinition,1,111,73
Cross.version-r4b-summary-ActorDefinition,1,112,70
Cross.version-r4b-summary-AdministrableProductDefinition,1,112,85
Cross.version-r4b-summary-AdverseEvent,1,112,67
Cross.version-r4b-summary-AllergyIntolerance,1,112,73
Cross.version-r4b-summary-Appointment,1,112,66
Cross.version-r4b-summary-AppointmentResponse,1,112,74
Cross.version-r4b-summary-ArtifactAssessment,1,112,73
Cross.version-r4b-summary-AuditEvent,1,112,65
Cross.version-r4b-summary-Basic,1,112,60
Cross.version-r4b-summary-Binary,1,112,61
Cross.version-r4b-summary-BiologicallyDerivedProduct,1,112,81
Cross.version-r4b-summary-BiologicallyDerivedProductDispense,1,112,89
Cross.version-r4b-summary-BodyStructure,1,112,68
Cross.version-r4b-summary-Bundle,1,112,61
Cross.version-r4b-summary-CanonicalResource,1,112,72
Cross.version-r4b-summary-CapabilityStatement,1,113,74
Cross.version-r4b-summary-CarePlan,1,113,63
Cross.version-r4b-summary-CareTeam,1,113,63
Cross.version-r4b-summary-ChargeItem,1,113,65
Cross.version-r4b-summary-ChargeItemDefinition,1,113,75
Cross.version-r4b-summary-Citation,1,113,63
Cross.version-r4b-summary-Claim,1,113,60
Cross.version-r4b-summary-ClaimResponse,1,113,68
Cross.version-r4b-summary-ClinicalImpression,1,113,73
Cross.version-r4b-summary-ClinicalUseDefinition,1,113,76
Cross.version-r4b-summary-CodeSystem,1,113,946
Cross.version-r4b-summary-Communication,1,113,68
Cross.version-r4b-summary-CommunicationRequest,1,113,75
Cross.version-r4b-summary-CompartmentDefinition,1,113,76
Cross.version-r4b-summary-Composition,1,114,66
Cross.version-r4b-summary-ConceptMap,1,114,65
Cross.version-r4b-summary-Condition,1,114,64
Cross.version-r4b-summary-ConditionDefinition,1,114,74
Cross.version-r4b-summary-Consent,1,114,62
Cross.version-r4b-summary-Contract,1,114,63
Cross.version-r4b-summary-Coverage,1,114,63
Cross.version-r4b-summary-CoverageEligibilityRequest,1,114,81
Cross.version-r4b-summary-CoverageEligibilityResponse,1,114,82
Cross.version-r4b-summary-DetectedIssue,1,114,68
Cross.version-r4b-summary-Device,1,114,61
Cross.version-r4b-summary-DeviceAssociation,1,114,72
Cross.version-r4b-summary-DeviceDefinition,1,114,71
Cross.version-r4b-summary-DeviceDispense,1,114,69
Cross.version-r4b-summary-DeviceMetric,1,114,67
Cross.version-r4b-summary-DeviceRequest,1,115,68
Cross.version-r4b-summary-DeviceUsage,1,115,66
Cross.version-r4b-summary-DiagnosticReport,1,115,71
Cross.version-r4b-summary-DocumentReference,1,115,72
Cross.version-r4b-summary-DomainResource,1,115,69
Cross.version-r4b-summary-Encounter,1,115,64
Cross.version-r4b-summary-EncounterHistory,1,115,71
Cross.version-r4b-summary-Endpoint,1,115,63
Cross.version-r4b-summary-EnrollmentRequest,1,115,72
Cross.version-r4b-summary-EnrollmentResponse,1,115,73
Cross.version-r4b-summary-EpisodeOfCare,1,115,68
Cross.version-r4b-summary-EventDefinition,1,115,70
Cross.version-r4b-summary-Evidence,1,115,63
Cross.version-r4b-summary-EvidenceReport,1,115,69
Cross.version-r4b-summary-EvidenceVariable,1,115,71
Cross.version-r4b-summary-ExampleScenario,1,116,70
Cross.version-r4b-summary-ExplanationOfBenefit,1,116,75
Cross.version-r4b-summary-FamilyMemberHistory,1,116,74
Cross.version-r4b-summary-Flag,1,116,59
Cross.version-r4b-summary-FormularyItem,1,116,68
Cross.version-r4b-summary-GenomicStudy,1,116,67
Cross.version-r4b-summary-Goal,1,116,59
Cross.version-r4b-summary-GraphDefinition,1,116,70
Cross.version-r4b-summary-Group,1,116,60
Cross.version-r4b-summary-GuidanceResponse,1,116,71
Cross.version-r4b-summary-HealthcareService,1,116,72
Cross.version-r4b-summary-ImagingSelection,1,116,71
Cross.version-r4b-summary-ImagingStudy,1,116,67
Cross.version-r4b-summary-Immunization,1,116,67
Cross.version-r4b-summary-ImmunizationEvaluation,1,117,77
Cross.version-r4b-summary-ImmunizationRecommendation,1,117,81
Cross.version-r4b-summary-ImplementationGuide,1,117,74
Cross.version-r4b-summary-Ingredient,1,117,65
Cross.version-r4b-summary-InsurancePlan,1,117,68
Cross.version-r4b-summary-InventoryItem,1,117,68
Cross.version-r4b-summary-InventoryReport,1,117,70
Cross.version-r4b-summary-Invoice,1,117,62
Cross.version-r4b-summary-Library,1,117,62
Cross.version-r4b-summary-Linkage,1,117,62
Cross.version-r4b-summary-List,1,117,59
Cross.version-r4b-summary-Location,1,117,63
Cross.version-r4b-summary-ManufacturedItemDefinition,1,117,81
Cross.version-r4b-summary-Measure,1,117,62
Cross.version-r4b-summary-MeasureReport,1,117,68
Cross.version-r4b-summary-Medication,1,118,65
Cross.version-r4b-summary-MedicationAdministration,1,118,79
Cross.version-r4b-summary-MedicationDispense,1,118,73
Cross.version-r4b-summary-MedicationKnowledge,1,118,74
Cross.version-r4b-summary-MedicationRequest,1,118,72
Cross.version-r4b-summary-MedicationStatement,1,118,74
Cross.version-r4b-summary-MedicinalProductDefinition,1,118,81
Cross.version-r4b-summary-MessageDefinition,1,118,72
Cross.version-r4b-summary-MessageHeader,1,118,68
Cross.version-r4b-summary-MetadataResource,1,118,71
Cross.version-r4b-summary-MolecularSequence,1,118,72
Cross.version-r4b-summary-NamingSystem,1,118,67
Cross.version-r4b-summary-NutritionIntake,1,118,70
Cross.version-r4b-summary-NutritionOrder,1,118,69
Cross.version-r4b-summary-NutritionProduct,1,118,71
Cross.version-r4b-summary-Observation,1,119,66
Cross.version-r4b-summary-ObservationDefinition,1,119,76
Cross.version-r4b-summary-OperationDefinition,1,119,74
Cross.version-r4b-summary-OperationOutcome,1,119,71
Cross.version-r4b-summary-Organization,1,119,67
Cross.version-r4b-summary-OrganizationAffiliation,1,119,78
Cross.version-r4b-summary-PackagedProductDefinition,1,119,80
Cross.version-r4b-summary-Parameters,1,119,65
Cross.version-r4b-summary-Patient,1,119,62
Cross.version-r4b-summary-PaymentNotice,1,119,68
Cross.version-r4b-summary-PaymentReconciliation,1,119,76
Cross.version-r4b-summary-Permission,1,119,65
Cross.version-r4b-summary-Person,1,119,61
Cross.version-r4b-summary-PlanDefinition,1,119,69
Cross.version-r4b-summary-Practitioner,1,119,67
Cross.version-r4b-summary-PractitionerRole,1,120,71
Cross.version-r4b-summary-Procedure,1,120,64
Cross.version-r4b-summary-Provenance,1,120,65
Cross.version-r4b-summary-Questionnaire,1,120,68
Cross.version-r4b-summary-QuestionnaireResponse,1,120,76
Cross.version-r4b-summary-RegulatedAuthorization,1,120,77
Cross.version-r4b-summary-RelatedPerson,1,120,68
Cross.version-r4b-summary-RequestOrchestration,1,120,75
Cross.version-r4b-summary-Requirements,1,120,67
Cross.version-r4b-summary-ResearchStudy,1,120,68
Cross.version-r4b-summary-ResearchSubject,1,120,70
Cross.version-r4b-summary-Resource,1,120,63
Cross.version-r4b-summary-RiskAssessment,1,120,69
Cross.version-r4b-summary-Schedule,1,120,63
Cross.version-r4b-summary-SearchParameter,1,120,340
Cross.version-r4b-summary-ServiceRequest,1,121,69
Cross.version-r4b-summary-Slot,1,121,59
Cross.version-r4b-summary-Specimen,1,121,63
Cross.version-r4b-summary-SpecimenDefinition,1,121,73
Cross.version-r4b-summary-StructureDefinition,1,121,74
Cross.version-r4b-summary-StructureMap,1,121,67
Cross.version-r4b-summary-Subscription,1,121,67
Cross.version-r4b-summary-SubscriptionStatus,1,121,73
Cross.version-r4b-summary-SubscriptionTopic,1,121,72
Cross.version-r4b-summary-Substance,1,121,64
Cross.version-r4b-summary-SubstanceDefinition,1,121,74
Cross.version-r4b-summary-SubstanceNucleicAcid,1,121,75
Cross.version-r4b-summary-SubstancePolymer,1,122,71
Cross.version-r4b-summary-SubstanceProtein,1,122,71
Cross.version-r4b-summary-SubstanceReferenceInformation,1,122,84
Cross.version-r4b-summary-SubstanceSourceMaterial,1,122,78
Cross.version-r4b-summary-SupplyDelivery,1,122,69
Cross.version-r4b-summary-SupplyRequest,1,122,68
Cross.version-r4b-summary-Task,1,122,59
Cross.version-r4b-summary-TerminologyCapabilities,1,122,78
Cross.version-r4b-summary-TestPlan,1,122,63
Cross.version-r4b-summary-TestReport,1,122,65
Cross.version-r4b-summary-TestScript,1,122,65
Cross.version-r4b-summary-Transport,1,122,64
Cross.version-r4b-summary-ValueSet,1,122,947
Cross.version-r4b-summary-VerificationResult,1,123,73
Cross.version-r4b-summary-VisionPrescription,1,123,73
Cross.version-r5-summary-Account,1,123,61
Cross.version-r5-summary-ActivityDefinition,1,123,72
Cross.version-r5-summary-ActorDefinition,1,123,69
Cross.version-r5-summary-AdministrableProductDefinition,1,123,84
Cross.version-r5-summary-AdverseEvent,1,123,66
Cross.version-r5-summary-AllergyIntolerance,1,123,72
Cross.version-r5-summary-Appointment,1,123,65
Cross.version-r5-summary-AppointmentResponse,1,123,73
Cross.version-r5-summary-ArtifactAssessment,1,123,72
Cross.version-r5-summary-AuditEvent,1,123,64
Cross.version-r5-summary-Basic,1,123,59
Cross.version-r5-summary-Binary,1,123,60
Cross.version-r5-summary-BiologicallyDerivedProduct,1,123,80
Cross.version-r5-summary-BiologicallyDerivedProductDispense,1,123,88
Cross.version-r5-summary-BodyStructure,1,124,67
Cross.version-r5-summary-Bundle,1,124,60
Cross.version-r5-summary-CanonicalResource,1,124,71
Cross.version-r5-summary-CapabilityStatement,1,124,73
Cross.version-r5-summary-CarePlan,1,124,62
Cross.version-r5-summary-CareTeam,1,124,62
Cross.version-r5-summary-ChargeItem,1,124,64
Cross.version-r5-summary-ChargeItemDefinition,1,124,74
Cross.version-r5-summary-Citation,1,124,62
Cross.version-r5-summary-Claim,1,124,59
Cross.version-r5-summary-ClaimResponse,1,124,67
Cross.version-r5-summary-ClinicalImpression,1,124,72
Cross.version-r5-summary-ClinicalUseDefinition,1,124,75
Cross.version-r5-summary-CodeSystem,1,124,64
Cross.version-r5-summary-Communication,1,124,67
Cross.version-r5-summary-CommunicationRequest,1,124,74
Cross.version-r5-summary-CompartmentDefinition,1,124,75
Cross.version-r5-summary-Composition,1,125,65
Cross.version-r5-summary-ConceptMap,1,125,64
Cross.version-r5-summary-Condition,1,125,63
Cross.version-r5-summary-ConditionDefinition,1,125,73
Cross.version-r5-summary-Consent,1,125,61
Cross.version-r5-summary-Contract,1,125,62
Cross.version-r5-summary-Coverage,1,125,62
Cross.version-r5-summary-CoverageEligibilityRequest,1,125,80
Cross.version-r5-summary-CoverageEligibilityResponse,1,125,81
Cross.version-r5-summary-DetectedIssue,1,125,67
Cross.version-r5-summary-Device,1,125,60
Cross.version-r5-summary-DeviceAssociation,1,125,71
Cross.version-r5-summary-DeviceDefinition,1,125,70
Cross.version-r5-summary-DeviceDispense,1,125,68
Cross.version-r5-summary-DeviceMetric,1,125,66
Cross.version-r5-summary-DeviceRequest,1,125,67
Cross.version-r5-summary-DeviceUsage,1,125,65
Cross.version-r5-summary-DiagnosticReport,1,125,70
Cross.version-r5-summary-DocumentReference,1,125,71
Cross.version-r5-summary-DomainResource,1,126,68
Cross.version-r5-summary-Encounter,1,126,63
Cross.version-r5-summary-EncounterHistory,1,126,70
Cross.version-r5-summary-Endpoint,1,127,62
Cross.version-r5-summary-EnrollmentRequest,1,127,71
Cross.version-r5-summary-EnrollmentResponse,1,127,72
Cross.version-r5-summary-EpisodeOfCare,1,127,67
Cross.version-r5-summary-EventDefinition,1,127,69
Cross.version-r5-summary-Evidence,1,127,62
Cross.version-r5-summary-EvidenceReport,1,127,68
Cross.version-r5-summary-EvidenceVariable,1,127,70
Cross.version-r5-summary-ExampleScenario,1,127,69
Cross.version-r5-summary-ExplanationOfBenefit,1,127,74
Cross.version-r5-summary-FamilyMemberHistory,1,127,73
Cross.version-r5-summary-Flag,1,127,58
Cross.version-r5-summary-FormularyItem,1,128,67
Cross.version-r5-summary-GenomicStudy,1,128,66
Cross.version-r5-summary-Goal,1,128,58
Cross.version-r5-summary-GraphDefinition,1,128,69
Cross.version-r5-summary-Group,1,128,59
Cross.version-r5-summary-GuidanceResponse,1,128,70
Cross.version-r5-summary-HealthcareService,1,128,71
Cross.version-r5-summary-ImagingSelection,1,128,70
Cross.version-r5-summary-ImagingStudy,1,128,66
Cross.version-r5-summary-Immunization,1,128,66
Cross.version-r5-summary-ImmunizationEvaluation,1,129,76
Cross.version-r5-summary-ImmunizationRecommendation,1,129,80
Cross.version-r5-summary-ImplementationGuide,1,129,73
Cross.version-r5-summary-Ingredient,1,129,64
Cross.version-r5-summary-InsurancePlan,1,129,67
Cross.version-r5-summary-InventoryItem,1,129,67
Cross.version-r5-summary-InventoryReport,1,129,69
Cross.version-r5-summary-Invoice,1,129,61
Cross.version-r5-summary-Library,1,129,61
Cross.version-r5-summary-Linkage,1,129,61
Cross.version-r5-summary-List,1,129,58
Cross.version-r5-summary-Location,1,130,62
Cross.version-r5-summary-ManufacturedItemDefinition,1,130,80
Cross.version-r5-summary-Measure,1,130,61
Cross.version-r5-summary-MeasureReport,1,130,67
Cross.version-r5-summary-Medication,1,130,64
Cross.version-r5-summary-MedicationAdministration,1,130,78
Cross.version-r5-summary-MedicationDispense,1,130,72
Cross.version-r5-summary-MedicationKnowledge,1,130,73
Cross.version-r5-summary-MedicationRequest,1,130,71
Cross.version-r5-summary-MedicationStatement,1,130,73
Cross.version-r5-summary-MedicinalProductDefinition,1,131,80
Cross.version-r5-summary-MessageDefinition,1,131,71
Cross.version-r5-summary-MessageHeader,1,131,67
Cross.version-r5-summary-MetadataResource,1,131,70
Cross.version-r5-summary-MolecularSequence,1,131,71
Cross.version-r5-summary-NamingSystem,1,131,66
Cross.version-r5-summary-NutritionIntake,1,131,69
Cross.version-r5-summary-NutritionOrder,1,131,68
Cross.version-r5-summary-NutritionProduct,1,131,70
Cross.version-r5-summary-Observation,1,131,65
Cross.version-r5-summary-ObservationDefinition,1,131,75
Cross.version-r5-summary-OperationDefinition,1,132,73
Cross.version-r5-summary-OperationOutcome,1,132,70
Cross.version-r5-summary-Organization,1,132,66
Cross.version-r5-summary-OrganizationAffiliation,1,132,77
Cross.version-r5-summary-PackagedProductDefinition,1,132,79
Cross.version-r5-summary-Parameters,1,132,64
Cross.version-r5-summary-Patient,1,132,61
Cross.version-r5-summary-PaymentNotice,1,132,67
Cross.version-r5-summary-PaymentReconciliation,1,132,75
Cross.version-r5-summary-Permission,1,132,64
Cross.version-r5-summary-Person,1,132,60
Cross.version-r5-summary-PlanDefinition,1,133,68
Cross.version-r5-summary-Practitioner,1,133,66
Cross.version-r5-summary-PractitionerRole,1,133,70
Cross.version-r5-summary-Procedure,1,133,63
Cross.version-r5-summary-Provenance,1,133,64
Cross.version-r5-summary-Questionnaire,1,133,67
Cross.version-r5-summary-QuestionnaireResponse,1,133,75
Cross.version-r5-summary-RegulatedAuthorization,1,133,76
Cross.version-r5-summary-RelatedPerson,1,133,67
Cross.version-r5-summary-RequestOrchestration,1,133,74
Cross.version-r5-summary-Requirements,1,134,66
Cross.version-r5-summary-ResearchStudy,1,134,67
Cross.version-r5-summary-ResearchSubject,1,134,69
Cross.version-r5-summary-Resource,1,134,62
Cross.version-r5-summary-RiskAssessment,1,134,68
Cross.version-r5-summary-Schedule,1,134,62
Cross.version-r5-summary-SearchParameter,1,134,69
Cross.version-r5-summary-ServiceRequest,1,134,68
Cross.version-r5-summary-Slot,1,134,58
Cross.version-r5-summary-Specimen,1,134,62
Cross.version-r5-summary-SpecimenDefinition,1,134,72
Cross.version-r5-summary-StructureDefinition,1,135,73
Cross.version-r5-summary-StructureMap,1,135,66
Cross.version-r5-summary-Subscription,1,135,66
Cross.version-r5-summary-SubscriptionStatus,1,135,72
Cross.version-r5-summary-SubscriptionTopic,1,135,71
Cross.version-r5-summary-Substance,1,135,63
Cross.version-r5-summary-SubstanceDefinition,1,135,73
Cross.version-r5-summary-SubstanceNucleicAcid,1,135,74
Cross.version-r5-summary-SubstancePolymer,1,135,70
Cross.version-r5-summary-SubstanceProtein,1,135,70
Cross.version-r5-summary-SubstanceReferenceInformation,1,135,83
Cross.version-r5-summary-SubstanceSourceMaterial,1,136,77
Cross.version-r5-summary-SupplyDelivery,1,136,68
Cross.version-r5-summary-SupplyRequest,1,136,67
Cross.version-r5-summary-Task,1,136,58
Cross.version-r5-summary-TerminologyCapabilities,1,136,77
Cross.version-r5-summary-TestPlan,1,136,62
Cross.version-r5-summary-TestReport,1,136,64
Cross.version-r5-summary-TestScript,1,136,64
Cross.version-r5-summary-Transport,1,136,63
Cross.version-r5-summary-ValueSet,1,136,62
Cross.version-r5-summary-VerificationResult,1,136,72
